user_id,item_id,score
1046,4,1.0
1046,3,1.0
1046,5,1.0
1049,4,0.0
1049,3,0.0
1049,5,0.0
1052,7,0.0
1053,2,1.0
1053,5,1.0
1053,9,1.0
1054,4,1.0
1054,2,1.0
1054,9,0.0
1054,7,1.0
1056,4,1.0
1056,6,0.0
1056,5,1.0
1059,7,0.0
1059,4,0.0
1060,7,1.0
1061,1,0.0
1061,4,1.0
1061,7,1.0
1062,7,0.0
1065,5,1.0
1065,7,0.0
1067,7,1.0
1070,5,1.0
1070,4,1.0
1074,7,1.0
1074,4,1.0
1074,3,0.0
1077,4,1.0
1078,5,1.0
1078,4,0.0
1090,5,1.0
